Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN11765,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,11,5,Online,0,0,0,101.0,1,Not_Canceled
INN15741,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,8,18,Online,0,0,0,158.0,1,Canceled
INN26781,2,0,2,3,Meal Plan 1,0,Room_Type 4,102,2018,8,13,Offline,0,0,0,82.45,0,Not_Canceled
INN14207,3,0,0,3,Meal Plan 1,0,Room_Type 4,36,2018,3,2,Online,0,0,0,117.3,1,Not_Canceled
INN05007,1,0,0,5,Meal Plan 1,0,Room_Type 1,10,2018,1,19,Online,0,0,0,68.5,2,Not_Canceled
INN26676,1,0,0,3,Meal Plan 1,0,Room_Type 1,91,2018,4,12,Online,0,0,0,90.9,1,Not_Canceled
INN07506,2,0,1,3,Meal Plan 1,0,Room_Type 1,90,2018,5,12,Online,0,0,0,119.85,0,Canceled
INN31571,2,1,0,1,Meal Plan 1,0,Room_Type 1,10,2018,1,16,Offline,0,0,0,77.6,1,Not_Canceled
INN01570,3,0,1,2,Meal Plan 1,0,Room_Type 4,38,2018,3,21,Online,0,0,0,102.7,2,Not_Canceled
INN07886,1,0,0,2,Not Selected,0,Room_Type 1,218,2018,12,9,Online,0,0,0,49.68,0,Canceled
INN28630,1,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,2,16,Offline,0,0,0,64.4,0,Not_Canceled
INN25222,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,109.0,0,Canceled
INN32394,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
INN14443,2,0,0,2,Not Selected,0,Room_Type 1,5,2018,5,31,Online,0,0,0,119.0,0,Not_Canceled
INN34119,3,0,1,3,Meal Plan 1,0,Room_Type 4,111,2018,8,8,Online,0,0,0,146.7,1,Canceled
INN12897,1,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,60.0,0,Not_Canceled
INN29639,2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,6,15,Offline,0,0,0,95.0,1,Not_Canceled
INN29533,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,8,Online,0,0,0,89.0,1,Not_Canceled
INN29773,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
INN29696,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,13,Corporate,1,0,4,67.0,1,Not_Canceled
INN01267,2,1,1,3,Meal Plan 1,0,Room_Type 4,85,2018,8,29,Online,0,0,0,143.1,0,Not_Canceled
INN15556,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,11,23,Corporate,0,0,0,77.0,0,Canceled
INN11475,2,1,1,4,Meal Plan 1,0,Room_Type 4,33,2018,2,8,Online,0,0,0,75.23,2,Not_Canceled
INN04460,1,0,0,4,Meal Plan 1,0,Room_Type 1,237,2018,10,12,Online,0,0,0,107.53,1,Canceled
INN26217,1,0,1,1,Meal Plan 1,0,Room_Type 1,17,2018,10,3,Corporate,0,0,0,95.0,0,Not_Canceled
INN19755,1,0,2,5,Meal Plan 1,0,Room_Type 1,1,2018,9,2,Aviation,0,0,0,110.0,0,Not_Canceled
INN18717,2,0,2,4,Meal Plan 1,0,Room_Type 1,8,2017,8,28,Online,0,0,0,105.67,2,Not_Canceled
INN06640,2,0,2,2,Meal Plan 1,0,Room_Type 1,73,2018,3,20,Offline,0,0,0,59.5,0,Not_Canceled
INN09350,2,0,2,3,Meal Plan 1,0,Room_Type 2,51,2018,4,28,Online,0,0,0,116.1,0,Canceled
INN06065,2,0,0,4,Meal Plan 1,0,Room_Type 1,120,2018,8,10,Online,0,0,0,114.3,0,Canceled
INN34349,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,10,13,Online,0,0,0,120.0,1,Not_Canceled
INN01394,2,0,0,3,Meal Plan 1,0,Room_Type 1,125,2018,12,27,Offline,0,0,0,68.0,1,Not_Canceled
INN02228,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78.0,0,Not_Canceled
INN21274,2,0,1,2,Meal Plan 1,0,Room_Type 4,22,2018,2,22,Online,0,0,0,108.0,1,Not_Canceled
INN19216,2,0,1,2,Meal Plan 1,0,Room_Type 1,215,2018,8,8,Online,0,0,0,96.3,2,Not_Canceled
INN33997,2,2,1,3,Meal Plan 1,0,Room_Type 7,32,2018,5,26,Online,0,0,0,208.66,2,Not_Canceled
INN25186,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,10,18,Online,0,0,0,114.0,0,Not_Canceled
INN05445,2,0,2,5,Meal Plan 1,0,Room_Type 1,171,2017,8,20,Online,0,0,0,76.5,0,Canceled
INN33758,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled
INN25680,2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
INN08888,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,101.33,1,Canceled
INN12051,2,0,0,4,Meal Plan 1,0,Room_Type 1,204,2017,8,12,Online,0,0,0,76.5,3,Not_Canceled
INN34651,2,0,0,2,Not Selected,0,Room_Type 1,17,2018,3,9,Online,0,0,0,88.0,1,Not_Canceled
INN29938,1,0,1,3,Meal Plan 1,0,Room_Type 4,81,2018,10,10,Online,0,0,0,119.07,0,Canceled
INN29872,2,0,1,4,Meal Plan 1,1,Room_Type 1,2,2018,2,10,Offline,0,0,0,83.8,0,Not_Canceled
INN16898,3,0,2,1,Meal Plan 1,0,Room_Type 5,116,2018,8,6,Offline,0,0,0,113.56,0,Canceled
INN05237,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled
INN04903,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
INN29668,2,0,2,3,Meal Plan 1,0,Room_Type 1,28,2017,9,3,Online,0,0,0,96.6,2,Not_Canceled
INN20850,2,0,0,1,Not Selected,0,Room_Type 1,17,2018,1,23,Online,0,0,0,69.5,1,Not_Canceled
INN31938,2,0,1,2,Meal Plan 1,1,Room_Type 1,172,2018,7,22,Online,0,0,0,108.3,1,Canceled
INN14608,2,0,2,3,Meal Plan 1,0,Room_Type 4,6,2017,10,18,Online,0,0,0,136.0,1,Not_Canceled
INN31750,2,0,0,1,Not Selected,0,Room_Type 1,103,2018,4,21,Online,0,0,0,76.5,0,Canceled
INN19607,2,0,1,3,Meal Plan 1,0,Room_Type 1,213,2018,10,17,Online,0,0,0,99.71,2,Not_Canceled
INN10324,2,0,1,2,Meal Plan 1,0,Room_Type 4,38,2018,9,26,Online,0,0,0,156.6,0,Canceled
INN09166,3,0,0,4,Meal Plan 1,0,Room_Type 4,57,2018,3,29,Online,0,0,0,116.45,0,Canceled
INN34900,2,0,2,4,Not Selected,0,Room_Type 1,77,2018,7,23,Online,0,0,0,94.5,0,Canceled
INN02399,2,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,6,5,Online,0,0,0,121.0,1,Not_Canceled
INN13939,3,0,2,1,Meal Plan 1,0,Room_Type 4,53,2018,9,3,Online,0,0,0,142.2,2,Not_Canceled
INN27926,2,1,2,1,Meal Plan 1,0,Room_Type 4,125,2018,5,15,Online,0,0,0,101.49,2,Not_Canceled
INN23449,2,0,0,4,Meal Plan 1,0,Room_Type 1,30,2018,8,30,Online,0,0,0,84.55,2,Not_Canceled
INN09223,3,0,2,3,Meal Plan 1,0,Room_Type 4,22,2018,8,21,Online,0,0,0,191.0,0,Canceled
INN12539,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2018,5,9,Offline,0,0,0,75.0,0,Not_Canceled
INN33674,2,0,0,2,Meal Plan 1,0,Room_Type 6,18,2017,10,2,Online,0,0,0,186.5,1,Not_Canceled
INN26316,2,1,0,1,Meal Plan 1,0,Room_Type 1,12,2018,2,27,Online,0,0,0,111.0,2,Not_Canceled
INN15704,2,0,1,4,Meal Plan 1,0,Room_Type 1,19,2017,8,31,Online,0,0,0,102.0,0,Not_Canceled
INN26865,2,0,0,0,Not Selected,0,Room_Type 1,3,2018,1,10,Online,0,0,0,0.0,1,Not_Canceled
INN18358,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,9,23,Online,0,0,0,128.8,1,Not_Canceled
INN19746,1,0,6,16,Meal Plan 1,0,Room_Type 4,31,2018,3,3,Online,0,0,0,98.93,1,Canceled
INN25206,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
INN30669,3,0,2,1,Meal Plan 1,0,Room_Type 4,52,2018,3,19,Online,0,0,0,131.4,1,Canceled
INN36141,1,0,1,1,Meal Plan 1,0,Room_Type 1,50,2018,4,4,Online,0,0,0,99.9,0,Not_Canceled
INN31909,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,2018,11,22,Online,0,0,0,93.6,2,Not_Canceled
INN09684,2,0,1,2,Meal Plan 1,0,Room_Type 1,189,2018,10,28,Online,0,0,0,96.3,4,Not_Canceled
INN34184,3,0,1,2,Meal Plan 1,0,Room_Type 4,73,2018,4,15,Online,0,0,0,137.7,2,Not_Canceled
INN34762,3,0,1,3,Meal Plan 1,0,Room_Type 4,141,2018,8,22,Online,0,0,0,135.45,0,Not_Canceled
INN33226,2,0,0,2,Meal Plan 1,0,Room_Type 1,46,2018,9,9,Offline,0,0,0,108.72,0,Not_Canceled
INN20237,2,0,1,3,Meal Plan 1,0,Room_Type 1,147,2017,8,10,Online,0,0,0,55.96,0,Not_Canceled
INN31377,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2017,8,23,Complementary,0,0,0,0.0,1,Not_Canceled
INN06816,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,2017,9,21,Online,0,0,0,136.0,2,Not_Canceled
INN03016,3,0,2,1,Meal Plan 1,0,Room_Type 4,9,2018,2,13,Online,0,0,0,127.0,1,Not_Canceled
INN29191,1,0,1,0,Meal Plan 1,0,Room_Type 1,34,2018,6,26,Online,0,0,0,94.5,1,Not_Canceled
INN04895,2,0,3,5,Meal Plan 1,0,Room_Type 1,122,2018,8,21,Offline,0,0,0,72.26,2,Not_Canceled
INN21589,2,0,0,1,Meal Plan 1,0,Room_Type 1,109,2017,7,16,Online,0,0,0,76.5,0,Canceled
INN15242,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,8,31,Online,0,0,0,139.0,1,Not_Canceled
INN19179,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled
INN22558,2,0,2,1,Meal Plan 1,0,Room_Type 1,177,2018,10,30,Offline,0,0,0,90.9,0,Not_Canceled
INN28301,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,4,18,Offline,0,0,0,65.96,0,Not_Canceled
INN30223,2,2,0,3,Meal Plan 1,0,Room_Type 6,71,2018,4,7,Online,0,0,0,171.3,2,Not_Canceled
INN32671,2,0,2,4,Meal Plan 1,0,Room_Type 4,124,2018,9,21,Online,0,0,0,143.1,0,Canceled
INN29355,2,2,1,1,Meal Plan 1,0,Room_Type 6,11,2018,4,30,Online,0,0,0,225.0,2,Not_Canceled
INN30665,2,0,1,3,Meal Plan 1,0,Room_Type 4,120,2018,8,15,Online,0,0,0,125.55,0,Canceled
INN19678,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,12,19,Online,0,0,0,81.6,2,Not_Canceled
INN09151,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled
INN19674,2,0,0,4,Meal Plan 1,0,Room_Type 1,42,2018,11,9,Online,0,0,0,133.03,1,Not_Canceled
INN04514,2,0,2,1,Meal Plan 1,0,Room_Type 1,31,2018,10,2,Online,0,0,0,104.64,0,Not_Canceled
INN04597,2,0,0,3,Meal Plan 1,0,Room_Type 1,69,2018,5,17,Online,0,0,0,126.9,1,Not_Canceled
INN01039,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,5,31,Online,0,0,0,106.25,0,Not_Canceled
INN04207,3,0,1,3,Meal Plan 1,0,Room_Type 4,69,2018,9,8,Online,0,0,0,168.3,2,Not_Canceled
INN17848,2,2,2,5,Meal Plan 1,0,Room_Type 5,4,2018,7,15,Online,0,0,0,133.41,1,Not_Canceled
INN04756,2,0,0,2,Meal Plan 1,1,Room_Type 1,111,2018,8,11,Online,0,0,0,123.3,0,Not_Canceled
INN21718,1,0,0,2,Meal Plan 2,0,Room_Type 1,11,2018,10,4,Complementary,1,1,0,0.0,0,Not_Canceled
INN18442,2,0,1,3,Meal Plan 1,0,Room_Type 1,240,2018,10,27,Online,0,0,0,90.95,2,Not_Canceled
INN03563,2,0,0,1,Not Selected,0,Room_Type 1,8,2018,5,25,Online,0,0,0,119.0,0,Not_Canceled
INN18081,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,9,21,Offline,0,0,0,77.0,0,Not_Canceled
INN15608,3,0,2,2,Meal Plan 1,0,Room_Type 4,94,2018,12,23,Online,0,0,0,119.0,1,Not_Canceled
INN05000,1,0,0,2,Not Selected,0,Room_Type 1,8,2018,6,14,Online,0,0,0,76.08,0,Not_Canceled
INN19948,1,0,0,2,Meal Plan 1,1,Room_Type 1,9,2018,3,31,Corporate,0,0,0,67.0,0,Not_Canceled
INN27620,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
INN31692,3,0,1,1,Meal Plan 1,0,Room_Type 4,6,2018,4,16,Online,0,0,0,152.0,0,Canceled
INN19794,1,0,2,1,Meal Plan 1,0,Room_Type 1,66,2018,4,2,Online,0,0,0,89.1,0,Canceled
INN25042,2,2,1,2,Meal Plan 2,0,Room_Type 6,142,2018,8,5,Online,0,0,0,243.6,0,Canceled
INN28750,2,2,0,1,Meal Plan 1,0,Room_Type 6,11,2018,7,15,Online,0,0,0,231.0,1,Not_Canceled
INN33048,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled
INN20358,2,1,1,0,Meal Plan 1,0,Room_Type 2,14,2018,9,12,Complementary,1,0,5,0.0,1,Not_Canceled
INN04737,2,0,2,5,Meal Plan 1,0,Room_Type 4,80,2018,7,4,Offline,0,0,0,82.45,0,Not_Canceled
INN08452,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2017,11,20,Online,0,0,0,72.25,2,Not_Canceled
INN34418,1,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,90.0,0,Canceled
INN16116,1,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,73.0,0,Not_Canceled
INN34918,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,2017,9,21,Online,0,0,0,155.0,1,Not_Canceled
INN22447,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
INN01122,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2018,7,26,Offline,0,0,0,72.25,0,Not_Canceled
INN03460,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,10,12,Online,0,0,0,100.1,1,Not_Canceled
INN27435,2,0,1,2,Meal Plan 1,0,Room_Type 1,14,2018,11,28,Offline,0,0,0,80.0,0,Not_Canceled
INN12838,3,0,0,3,Meal Plan 1,0,Room_Type 4,5,2018,3,24,Online,0,0,0,183.67,2,Not_Canceled
INN11899,1,0,0,1,Meal Plan 1,0,Room_Type 1,210,2018,8,18,Online,0,0,0,96.3,0,Canceled
INN22791,2,0,2,3,Meal Plan 1,0,Room_Type 2,62,2018,2,18,Online,0,0,0,65.66,0,Canceled
INN09775,2,0,2,5,Meal Plan 1,0,Room_Type 1,224,2018,8,23,Online,0,0,0,90.95,1,Not_Canceled
INN07014,2,0,2,1,Meal Plan 1,0,Room_Type 1,59,2017,12,27,Offline,0,0,0,112.0,0,Not_Canceled
INN25231,2,0,2,2,Meal Plan 1,0,Room_Type 4,3,2018,8,5,Online,0,0,0,166.0,1,Not_Canceled
INN27763,2,0,0,3,Meal Plan 2,0,Room_Type 1,38,2017,12,31,Offline,0,0,0,137.33,0,Not_Canceled
INN16419,2,0,2,3,Meal Plan 1,0,Room_Type 4,98,2018,7,8,Online,0,0,0,144.9,0,Canceled
INN32463,2,0,1,3,Not Selected,0,Room_Type 1,67,2018,4,11,Online,0,0,0,89.25,0,Canceled
INN06727,2,0,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,Corporate,1,1,0,100.0,0,Not_Canceled
INN23790,2,0,1,1,Not Selected,0,Room_Type 1,175,2018,7,23,Online,0,0,0,85.5,1,Not_Canceled
INN08579,1,0,1,1,Meal Plan 1,0,Room_Type 1,6,2018,10,17,Corporate,0,0,0,95.0,0,Not_Canceled
INN24244,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,80.0,0,Not_Canceled
INN34252,2,0,2,1,Meal Plan 1,0,Room_Type 4,5,2018,1,24,Online,0,0,0,81.73,1,Not_Canceled
INN23795,1,0,1,0,Meal Plan 1,0,Room_Type 1,11,2018,4,17,Online,0,0,0,95.0,0,Not_Canceled
INN08012,2,0,2,0,Meal Plan 1,0,Room_Type 1,78,2018,10,30,Online,0,0,0,90.9,0,Canceled
INN11842,2,0,0,4,Not Selected,0,Room_Type 1,106,2018,4,27,Online,0,0,0,85.0,0,Canceled
INN00906,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,2,Canceled
INN28831,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
INN19773,2,0,2,2,Meal Plan 1,0,Room_Type 1,213,2018,10,1,Online,0,0,0,102.85,2,Canceled
INN14766,2,0,2,5,Meal Plan 1,0,Room_Type 1,215,2018,8,14,Online,0,0,0,92.16,1,Not_Canceled
INN14054,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
INN17054,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,2017,10,7,Online,0,0,0,158.0,0,Not_Canceled
INN29201,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
INN04414,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,8,8,Online,0,0,0,135.9,1,Canceled
INN19296,3,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,11,30,Offline,0,0,0,98.1,0,Not_Canceled
INN26904,2,0,2,2,Meal Plan 1,0,Room_Type 4,60,2018,3,12,Online,0,0,0,63.49,1,Not_Canceled
INN11844,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
INN20028,2,0,2,1,Meal Plan 1,0,Room_Type 1,275,2018,10,1,Online,0,0,0,106.2,0,Canceled
INN34135,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,12,18,Corporate,0,0,0,65.0,0,Not_Canceled
INN07998,2,0,2,2,Meal Plan 1,0,Room_Type 1,36,2018,12,10,Online,0,0,0,104.0,2,Not_Canceled
INN03323,2,0,0,1,Meal Plan 1,0,Room_Type 4,5,2018,1,15,Online,1,11,5,89.3,1,Not_Canceled
INN12155,2,0,1,3,Meal Plan 1,0,Room_Type 1,46,2018,3,14,Online,0,0,0,56.59,1,Not_Canceled
INN33857,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
INN23362,1,0,0,3,Meal Plan 1,0,Room_Type 1,57,2018,7,20,Corporate,1,0,2,40.0,1,Not_Canceled
INN04224,1,0,1,1,Meal Plan 1,1,Room_Type 1,32,2018,7,4,Corporate,1,1,11,67.0,0,Not_Canceled
INN18842,2,1,0,1,Meal Plan 1,0,Room_Type 1,8,2018,3,30,Online,0,0,0,128.0,2,Not_Canceled
INN31448,2,0,2,5,Not Selected,0,Room_Type 1,148,2018,7,25,Online,0,0,0,91.68,0,Canceled
INN11449,2,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,8,11,Corporate,1,3,13,75.0,0,Not_Canceled
INN35664,3,0,1,1,Meal Plan 1,0,Room_Type 4,57,2018,6,4,Online,0,0,0,145.8,0,Not_Canceled
INN14951,2,0,1,0,Not Selected,0,Room_Type 1,5,2018,8,29,Offline,0,0,0,75.0,0,Not_Canceled
INN05423,2,1,0,1,Meal Plan 1,0,Room_Type 1,75,2018,10,20,Online,0,0,0,135.0,0,Canceled
INN10018,2,0,0,4,Meal Plan 1,0,Room_Type 5,120,2018,4,5,Online,0,0,0,94.86,0,Canceled
INN11683,2,0,4,8,Meal Plan 1,0,Room_Type 1,186,2018,8,7,Online,0,0,0,108.45,0,Canceled
INN20912,2,0,2,7,Not Selected,0,Room_Type 1,7,2018,11,15,Online,0,0,0,79.14,0,Canceled
INN25587,2,0,1,2,Meal Plan 1,0,Room_Type 4,15,2018,9,26,Online,1,0,1,164.0,0,Not_Canceled
INN35502,2,0,2,1,Meal Plan 1,0,Room_Type 4,64,2018,8,27,Online,0,0,0,143.4,1,Canceled
INN04585,2,0,2,2,Not Selected,0,Room_Type 1,1,2018,4,16,Online,0,0,0,89.0,1,Not_Canceled
INN20167,2,0,0,2,Meal Plan 1,1,Room_Type 1,146,2018,6,3,Online,0,0,0,115.2,0,Not_Canceled
INN10733,1,0,1,2,Meal Plan 1,0,Room_Type 4,0,2017,9,21,Offline,0,0,0,75.0,0,Not_Canceled
INN25142,1,0,0,1,Meal Plan 1,0,Room_Type 1,118,2018,3,1,Offline,0,0,0,76.0,0,Not_Canceled
INN24085,3,0,1,2,Meal Plan 1,0,Room_Type 4,95,2018,10,17,Online,0,0,0,151.2,2,Not_Canceled
INN09810,2,0,0,3,Not Selected,0,Room_Type 1,115,2017,7,30,Online,0,0,0,55.08,0,Canceled
INN29775,2,0,2,5,Not Selected,0,Room_Type 1,15,2018,12,8,Online,0,0,0,76.5,0,Not_Canceled
INN32700,2,0,1,2,Meal Plan 1,0,Room_Type 1,37,2018,3,7,Online,0,0,0,83.9,1,Not_Canceled
INN33319,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,3,11,Corporate,0,0,0,75.0,0,Not_Canceled
INN10657,2,0,2,2,Meal Plan 1,0,Room_Type 4,30,2018,9,25,Online,0,0,0,92.25,1,Not_Canceled
INN21706,2,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,1,23,Online,0,0,0,79.8,0,Not_Canceled
INN26238,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,11,2,Online,0,0,0,71.1,2,Not_Canceled
INN19235,2,0,4,8,Meal Plan 1,0,Room_Type 6,159,2018,12,22,Online,1,0,1,146.2,2,Not_Canceled
INN16982,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled
INN35170,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78.0,0,Canceled
INN12782,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,5,20,Online,0,0,0,88.56,0,Canceled
INN18561,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
INN09794,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,80.0,0,Canceled
INN05772,3,0,1,3,Meal Plan 1,0,Room_Type 4,175,2018,8,15,Online,0,0,0,130.05,0,Canceled
INN22717,2,0,1,2,Meal Plan 1,0,Room_Type 1,73,2018,3,21,Offline,0,0,0,38.67,0,Not_Canceled
INN22759,2,0,0,4,Not Selected,0,Room_Type 2,117,2018,6,28,Online,0,0,0,97.75,1,Not_Canceled
INN13078,2,0,1,2,Meal Plan 1,0,Room_Type 1,94,2017,12,4,Online,0,0,0,72.25,3,Not_Canceled
INN35743,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
INN26923,2,1,0,1,Meal Plan 1,0,Room_Type 1,37,2018,3,5,Online,0,0,0,100.1,2,Not_Canceled
INN19892,2,0,2,2,Meal Plan 1,0,Room_Type 1,39,2017,10,4,Online,0,0,0,94.5,2,Not_Canceled
INN31817,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2017,9,25,Online,0,0,0,180.0,0,Not_Canceled
INN03173,2,0,0,4,Meal Plan 1,0,Room_Type 4,92,2018,11,1,Online,0,0,0,103.5,1,Not_Canceled
INN16644,3,0,2,5,Meal Plan 1,0,Room_Type 4,36,2018,7,26,Online,0,0,0,168.3,1,Not_Canceled
INN21087,2,0,1,4,Not Selected,0,Room_Type 1,51,2018,11,2,Online,0,0,0,88.0,0,Canceled
INN03770,2,0,0,4,Meal Plan 1,0,Room_Type 4,17,2018,11,9,Online,0,0,0,143.43,1,Not_Canceled
INN13955,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70.0,0,Not_Canceled
INN07487,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
INN35122,2,0,0,3,Meal Plan 1,0,Room_Type 4,12,2017,10,6,Offline,0,0,0,75.0,0,Not_Canceled
INN06043,1,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,11,22,Offline,0,0,0,37.33,0,Not_Canceled
INN19247,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,8,15,Online,0,0,0,124.0,2,Not_Canceled
INN05980,2,0,2,3,Meal Plan 1,0,Room_Type 4,23,2017,10,18,Offline,0,0,0,75.0,0,Not_Canceled
INN09243,2,2,1,2,Meal Plan 1,0,Room_Type 7,66,2018,10,24,Online,0,0,0,184.52,1,Not_Canceled
INN04707,2,0,0,4,Not Selected,0,Room_Type 1,106,2018,4,27,Online,0,0,0,85.0,0,Canceled
INN05108,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,6,21,Online,0,0,0,99.9,0,Canceled
INN14055,2,0,0,3,Meal Plan 1,0,Room_Type 1,138,2018,5,31,Online,0,0,0,105.9,1,Not_Canceled
INN27395,2,0,1,2,Not Selected,0,Room_Type 1,11,2018,1,15,Online,0,0,0,75.0,0,Not_Canceled
INN33451,2,0,0,4,Meal Plan 1,0,Room_Type 1,129,2018,5,10,Online,0,0,0,99.45,0,Not_Canceled
INN17320,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,8,8,Online,0,0,0,107.95,1,Not_Canceled
INN35620,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
INN21821,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,25,Online,0,0,0,86.0,0,Not_Canceled
INN24958,1,0,0,1,Meal Plan 1,0,Room_Type 1,143,2018,11,17,Online,0,0,0,84.6,1,Canceled
INN22714,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,2018,2,20,Offline,0,0,0,66.0,0,Not_Canceled
INN35833,1,0,0,3,Meal Plan 1,0,Room_Type 4,5,2018,4,20,Online,0,0,0,126.0,1,Not_Canceled
